Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness (CheckM1)	Contamination (CheckM1)	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	Completeness (CheckM2)	Contamination (CheckM2)	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Circular contigs	Circular bp	Circular fraction	B018_conc_final.fastq Relative Abundance (%)	B018_conc_final.fastq Covered Fraction	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.27	k__Bacteria (UID2982)	88	229	147	96.33	0.0	0.0	2828527	0	42	42	152301	152301	67345	67345	505276	505276	55.3	1.98	87.62	11	2493	7	222	0	0	0	0	99.98	0.44	Neural Network (Specific Model)	11	0.876	152301	332.146409947854	2828527	0.55	2493	42	505276		0	0	0.0	2.0538132	0.9999989	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	97.55	0.919	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	97.55	0.919	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905200945.1, s__Akkermansia sp905200945, 95.0, 94.56, 0.844; GCF_030848305.1, s__Akkermansia muciniphila_A, 95.0, 93.96, 0.84; GCF_023516715.1, s__Akkermansia massiliensis, 95.0, 87.65, 0.622; GCA_947624785.1, s__Akkermansia muciniphila_F, 95.0, 87.38, 0.58; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 85.84, 0.527; GCF_018709685.1, s__Akkermansia muciniphila_E, 95.0, 85.26, 0.495; GCF_020860705.1, s__Akkermansia sp020860705, 95.0, 84.92, 0.48; GCF_026072915.1, s__Akkermansia biwaensis, 95.0, 82.28, 0.297; GCA_021202525.1, s__Akkermansia sp021202525, 95.0, 82.17, 0.284; GCF_004167605.1, s__Akkermansia sp004167605, 95.0, 81.79, 0.289	89.95	11.0		
bin.3	o__Bacteroidales (UID2657)	160	492	269	51.47	3.09	15.79	2038103	0	201	201	11645	11645	10139	10139	41331	41331	42.1	1.84	86.16	11	2498	226	254	10	1	1	0	55.91	4.38	Gradient Boost (General Model)	11	0.861	11645	235.7429943955164	2038103	0.42	2498	201	41331		0	0	0.0	0.94053084	0.9999941	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	99.04	0.821	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	99.04	0.821	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 94.12, 0.444; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 90.63, 0.649; GCA_948956705.1, s__Phocaeicola sp948956705, 95.0, 89.02, 0.244	48.3	11.0		
bin.44_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	371430	0	10	10	62248	62248	37143	37143	75471	75471	43.7	1.29	85.66	11	399	55	1	0	0	0	0	8.46	0.07	Neural Network (Specific Model)	11	0.857	62248	267.2681704260652	371430	0.44	399	10	75471		0	0	0.0	2.390525	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (6.2%)
bin.7	o__Bacteroidales (UID2657)	160	492	269	42.05	0.99	0.0	2255288	0	222	222	12708	12708	10158	10158	34632	34632	46.9	2.65	87.85	11	2630	281	207	4	0	0	0	45.24	2.5	Neural Network (Specific Model)	11	0.878	12708	252.5003802281369	2255288	0.47	2630	222	34632		0	0	0.0	1.0679171	0.99996984	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	97.91	0.832	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	97.91	0.832	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000614125.1, s__Bacteroides rodentium, 95.0, 94.27, 0.656; GCF_004793475.1, s__Bacteroides muris, 95.0, 91.44, 0.549; GCA_905197435.1, s__Bacteroides sp905197435, 95.0, 86.9, 0.368; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 81.85, 0.159	42.7	11.0		
bin.8_sub	k__Bacteria (UID203)	5449	103	58	8.62	1.72	100.0	1275874	0	125	125	13064	13064	10206	10206	33235	33235	39.2	1.35	87.19	11	1423	98	4	1	0	0	0	15.8	3.42	Neural Network (Specific Model)	11	0.872	13064	261.88756148981025	1275874	0.39	1423	125	33235		0	0	0.0	0.9943164	0.99999845	Unclassified Bacteria																		Insufficient number of amino acids in MSA (4.1%)
bin.9_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	1013105	0	163	163	7816	7816	6215	6215	23702	23702	35.7	2.62	85.79	11	1291	56	0	0	0	0	0	14.98	2.1	Neural Network (Specific Model)	11	0.858	7816	225.8861347792409	1013105	0.36	1291	163	23702		0	0	0.0	0.93528205	0.999997	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.6%)
rosella_bin_12_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	645272	0	46	46	15364	15364	14027	14027	59344	59344	51.4	2.8	81.63	11	844	56	0	0	0	0	0	14.11	0.33	Neural Network (Specific Model)	11	0.816	15364	209.9324644549763	645272	0.51	844	46	59344		0	0	0.0	1.7325225	0.9999938	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.2%)
rosella_bin_14_sub	k__Bacteria (UID203)	5449	104	58	5.17	0.0	0.0	262114	0	21	21	16741	16741	12481	12481	22029	22029	45.0	1.74	89.37	11	280	100	4	0	0	0	0	6.88	0.08	Neural Network (Specific Model)	11	0.894	16741	280.05	262114	0.45	280	21	22029		0	0	0.0	1.3208728	0.99998474	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.8%)
rosella_bin_21_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	87820	0	12	12	9032	9032	7318	7318	10359	10359	46.2	1.52	84.68	11	121	55	1	0	0	0	0	3.91	0.0	Neural Network (Specific Model)	11	0.847	9032	206.3471074380165	87820	0.46	121	12	10359		0	0	0.0	1.2014059	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.2%)
rosella_bin_23_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	295548	0	24	24	17193	17193	12314	12314	28126	28126	42.0	1.29	87.46	11	330	56	0	0	0	0	0	7.31	0.0	Neural Network (Specific Model)	11	0.875	17193	262.869696969697	295548	0.42	330	24	28126		0	0	0.0	1.2867613	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (4.2%)
rosella_bin_26_sub	k__Bacteria (UID203)	5449	104	58	7.68	0.0	0.0	383245	0	37	37	12330	12330	10357	10357	30720	30720	38.2	1.22	85.66	11	441	90	14	0	0	0	0	10.18	0.01	Neural Network (Specific Model)	11	0.857	12330	249.46938775510205	383245	0.38	441	37	30720		0	0	0.0	1.271403	0.9999922	Unclassified Bacteria																		Insufficient number of amino acids in MSA (9.9%)
rosella_bin_28_sub	k__Bacteria (UID203)	5449	104	58	9.48	1.72	100.0	736855	0	85	85	10087	10087	8668	8668	28118	28118	43.4	4.78	87.34	11	995	98	5	1	0	0	0	11.62	0.88	Neural Network (Specific Model)	11	0.873	10087	217.6190954773869	736855	0.43	995	85	28118		0	0	0.0	0.9575016	0.99999595	Unclassified Bacteria																		Insufficient number of amino acids in MSA (6.4%)
rosella_bin_33_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	332371	0	42	42	8557	8557	7913	7913	18093	18093	44.8	4.1	86.54	11	448	56	0	0	0	0	0	7.73	0.0	Neural Network (Specific Model)	11	0.865	8557	215.84821428571428	332371	0.45	448	42	18093		0	0	0.0	0.90709966	0.999997	Unclassified Bacteria																		Insufficient number of amino acids in MSA (4.5%)
rosella_bin_34_sub	k__Bacteria (UID203)	5449	104	58	3.45	0.0	0.0	445014	0	41	41	12864	12864	10854	10854	23891	23891	43.6	1.51	87.76	11	515	101	3	0	0	0	0	6.26	0.0	Neural Network (Specific Model)	11	0.877	12864	254.52233009708735	445014	0.44	515	41	23891		0	0	0.0	0.9525879	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.7%)
rosella_bin_35_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	292746	0	25	25	13814	13814	11709	11709	26519	26519	47.9	2.01	88.14	11	352	55	1	0	0	0	0	12.54	0.0	Neural Network (Specific Model)	11	0.881	13814	246.3948863636364	292746	0.48	352	25	26519		0	0	0.0	1.2869216	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (6.8%)
rosella_bin_3_sub	k__Bacteria (UID203)	5449	104	58	1.72	0.0	0.0	419118	0	21	21	23637	23637	19958	19958	109836	109836	44.6	1.58	82.81	11	514	103	1	0	0	0	0	6.98	0.07	Neural Network (Specific Model)	11	0.828	23637	226.46108949416345	419118	0.45	514	21	109836		1	12804	0.030549869010636624	3.707533	0.99985206	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.4%)
rosella_bin_41_sub	k__Bacteria (UID203)	5449	104	58	8.62	1.72	100.0	656437	0	53	53	14743	14743	12385	12385	34170	34170	41.5	1.35	85.91	11	741	99	4	1	0	0	0	12.28	0.22	Neural Network (Specific Model)	11	0.859	14743	255.32118758434547	656437	0.41	741	53	34170		0	0	0.0	1.2495902	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (6.8%)
rosella_bin_44_sub	k__Bacteria (UID2372)	131	177	106	7.98	0.0	0.0	211386	0	23	23	10444	10444	9190	9190	19561	19561	41.5	1.08	88.36	11	246	146	31	0	0	0	0	8.63	0.06	Neural Network (Specific Model)	11	0.884	10444	254.1178861788618	211386	0.41	246	23	19561		0	0	0.0	1.1568928	1.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__											d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		12.77	11.0	0.99999	Genome domain questionable ( 13.3% Bacterial, 3.8% Archaeal)
rosella_bin_46_sub	k__Bacteria (UID203)	5449	104	58	2.82	0.0	0.0	119707	0	14	14	9332	9332	8550	8550	18254	18254	39.4	2.45	87.29	11	179	95	9	0	0	0	0	5.17	0.0	Neural Network (Specific Model)	11	0.873	9332	196.5418994413408	119707	0.39	179	14	18254		0	0	0.0	1.0988199	0.99997497	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.3%)
rosella_bin_4_sub	k__Bacteria (UID203)	5449	104	58	6.11	0.0	0.0	324498	0	27	27	12605	12605	12018	12018	28067	28067	46.8	1.85	87.24	11	408	95	9	0	0	0	0	9.98	0.0	Neural Network (Specific Model)	11	0.872	12605	233.45343137254903	324498	0.47	408	27	28067		0	0	0.0	1.355578	0.9999168	Unclassified Bacteria																		Insufficient number of amino acids in MSA (4.2%)
rosella_bin_50_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	207032	0	18	18	15155	15155	11501	11501	26479	26479	49.0	2.64	87.57	11	273	56	0	0	0	0	0	5.28	0.02	Neural Network (Specific Model)	11	0.876	15155	224.46520146520143	207032	0.49	273	18	26479		0	0	0.0	1.0451115	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.5%)
rosella_bin_51_sub	k__Bacteria (UID203)	5449	104	58	5.88	0.0	0.0	403451	0	36	36	12999	12999	11206	11206	28215	28215	48.1	2.57	83.7	11	550	91	13	0	0	0	0	7.4	0.14	Neural Network (Specific Model)	11	0.837	12999	206.1290909090909	403451	0.48	550	36	28215		0	0	0.0	1.0947847	0.9998959	Unclassified Bacteria																		Insufficient number of amino acids in MSA (4.6%)
rosella_bin_56_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	118371	0	11	11	13784	13784	10761	10761	28206	28206	44.7	6.25	85.19	11	164	56	0	0	0	0	0	4.28	0.0	Neural Network (Specific Model)	11	0.852	13784	206.42073170731703	118371	0.45	164	11	28206		0	0	0.0	1.5722028	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.6%)
rosella_bin_69_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	122674	0	14	14	11869	11869	8762	8762	25801	25801	42.4	1.27	89.69	11	123	56	0	0	0	0	0	3.89	0.0	Neural Network (Specific Model)	11	0.897	11869	298.9756097560976	122674	0.42	123	14	25801		0	0	0.0	1.588394	1.0	Unclassified																		No bacterial or archaeal marker
rosella_bin_6_sub	k__Bacteria (UID203)	5449	103	57	9.65	0.0	0.0	639184	0	33	33	36866	36866	19369	19369	90134	90134	34.5	1.99	85.25	11	693	95	8	0	0	0	0	19.07	0.14	Neural Network (Specific Model)	11	0.852	36866	262.8888888888889	639184	0.35	693	33	90134		1	39516	0.0618225737815715	2.1202147	0.998193	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__						GCF_000156655.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	94.18	0.412	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_938036765.1, s__Holdemanella sp900547815, 95.0, 92.17, 0.38; GCF_934754935.1, s__Holdemanella sp934754935, 95.0, 90.8, 0.354; GCF_014306155.1, s__Holdemanella hominis, 95.0, 90.71, 0.354; GCF_009696075.1, s__Holdemanella porci, 95.95, 90.69, 0.344; GCF_024460475.1, s__Holdemanella sp900556915, 95.0, 90.51, 0.363; GCA_003436425.1, s__Holdemanella sp003436425, 95.0, 90.11, 0.344; GCF_003458715.1, s__Holdemanella sp003458715, 95.0, 89.24, 0.351; GCF_934772795.1, s__Holdemanella sp934772795, 95.0, 88.93, 0.328; GCF_900754615.1, s__Holdemanella sp900754615, 95.0, 87.5, 0.255	11.38	11.0	0.99999	Genome domain questionable ( 11.7% Bacterial, 1.9% Archaeal)
rosella_bin_71_sub	g__Bacteroides (UID2691)	33	839	309	10.9	0.0	0.0	438711	0	43	43	13136	13136	10202	10202	24478	24478	43.0	1.6	87.82	11	455	746	93	0	0	0	0	10.97	0.11	Neural Network (Specific Model)	11	0.878	13136	283.5252747252747	438711	0.43	455	43	24478		0	0	0.0	1.6125759	0.9999681	Unclassified Bacteria																		Insufficient number of amino acids in MSA (7.4%)
rosella_bin_73_sub	k__Bacteria (UID203)	5449	104	58	3.45	0.0	0.0	321545	0	26	26	14273	14273	12367	12367	27552	27552	41.4	1.41	86.79	11	344	102	2	0	0	0	0	4.47	0.05	Neural Network (Specific Model)	11	0.868	14273	271.7005813953488	321545	0.41	344	26	27552		0	0	0.0	1.0389094	0.99994403	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.0%)
rosella_bin_79_sub	k__Bacteria (UID203)	5449	103	58	9.48	0.0	0.0	246057	0	27	27	9097	9097	9113	9113	35216	35216	40.3	1.02	85.81	11	244	94	9	0	0	0	0	6.61	0.0	Neural Network (Specific Model)	11	0.858	9097	289.0163934426229	246057	0.4	244	27	35216		0	0	0.0	1.5018722	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (7.2%)
rosella_bin_7_sub	k__Bacteria (UID203)	5449	104	58	9.25	0.0	0.0	201679	0	20	20	11626	11626	10083	10083	20116	20116	44.9	1.56	84.38	11	256	89	15	0	0	0	0	8.74	0.27	Neural Network (Specific Model)	11	0.844	11626	223.2734375	201679	0.45	256	20	20116		0	0	0.0	1.3798116	0.9998463	Unclassified Bacteria																		Insufficient number of amino acids in MSA (7.1%)
rosella_bin_81_sub	k__Bacteria (UID203)	5449	104	58	2.66	0.0	0.0	173622	0	19	19	11516	11516	9138	9138	19188	19188	39.5	1.0	85.84	11	224	97	7	0	0	0	0	4.79	0.0	Neural Network (Specific Model)	11	0.858	11516	222.97767857142856	173622	0.39	224	19	19188		0	0	0.0	0.85753316	0.9999654	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.9%)
rosella_bin_85_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	158421	0	24	24	7073	7073	6600	6600	12893	12893	45.7	3.81	87.56	11	203	56	0	0	0	0	0	6.04	0.04	Neural Network (Specific Model)	11	0.875	7073	228.95073891625617	158421	0.46	203	24	12893		0	0	0.0	0.8696106	0.99996215	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.8%)
rosella_bin_89_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	354514	0	28	28	14022	14022	12661	12661	28084	28084	43.0	3.23	86.01	11	417	56	0	0	0	0	0	6.1	0.02	Neural Network (Specific Model)	11	0.86	14022	245.1750599520384	354514	0.43	417	28	28084		0	0	0.0	1.0451015	0.99999154	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.2%)
rosella_bin_94_sub	k__Bacteria (UID203)	5449	104	58	11.29	0.0	0.0	361271	0	39	39	11043	11043	9263	9263	28397	28397	44.4	1.9	87.43	11	435	91	13	0	0	0	0	8.54	0.04	Neural Network (Specific Model)	11	0.874	11043	243.68965517241375	361271	0.44	435	39	28397		0	0	0.0	1.093584	0.99999726	Unclassified Bacteria																		Insufficient number of amino acids in MSA (7.7%)
rosella_bin_9_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	206096	0	18	18	17333	17333	11449	11449	27106	27106	39.0	1.66	80.75	11	244	55	1	0	0	0	0	4.21	0.0	Neural Network (Specific Model)	11	0.807	17333	228.56147540983608	206096	0.39	244	18	27106		0	0	0.0	1.06265	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.8%)
rosella_refined_0_11_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	89517	0	12	12	9095	9095	7459	7459	17392	17392	45.9	1.07	87.64	11	101	56	0	0	0	0	0	4.5	0.11	Neural Network (Specific Model)	11	0.876	9095	260.3267326732673	89517	0.46	101	12	17392		0	0	0.0	1.2175907	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.2%)
rosella_refined_0_14_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	273357	0	43	43	6594	6594	6357	6357	22144	22144	44.3	3.31	87.61	11	349	56	0	0	0	0	0	8.11	0.19	Neural Network (Specific Model)	11	0.876	6594	230.4985673352436	273357	0.44	349	43	22144		0	0	0.0	1.1302475	0.9999817	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.0%)
rosella_refined_0_15_sub	k__Bacteria (UID203)	5449	104	58	12.07	0.0	0.0	197657	0	27	27	7338	7338	7320	7320	22124	22124	48.0	4.68	84.03	11	285	97	7	0	0	0	0	6.81	0.02	Neural Network (Specific Model)	11	0.84	7338	195.90526315789472	197657	0.48	285	27	22124		0	0	0.0	0.7151019	0.99997973	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.0%)
rosella_refined_0_17_sub	k__Bacteria (UID203)	5449	104	58	0.86	0.0	0.0	137772	0	23	23	6126	6126	5990	5990	12369	12369	50.5	8.29	80.9	11	201	103	1	0	0	0	0	5.43	0.0	Neural Network (Specific Model)	11	0.809	6126	186.34825870646767	137772	0.5	201	23	12369		0	0	0.0	0.539889	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.6%)
rosella_refined_0_20_sub	k__Bacteria (UID203)	5449	104	58	5.96	0.0	0.0	204664	0	21	21	10451	10451	9745	9745	23304	23304	42.3	3.31	86.83	11	227	94	10	0	0	0	0	5.51	0.0	Neural Network (Specific Model)	11	0.868	10451	261.9030837004405	204664	0.42	227	21	23304		0	0	0.0	1.8497531	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.0%)
rosella_refined_0_22_sub	g__Bacteroides (UID2691)	33	839	309	3.61	0.0	0.0	243155	0	12	12	27960	27960	20262	20262	94586	94586	40.1	1.0	86.36	11	264	788	51	0	0	0	0	8.56	0.06	Neural Network (Specific Model)	11	0.864	27960	265.9431818181818	243155	0.4	264	12	94586		1	6774	0.027858773210503587	2.2809925	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	GCF_000012825.1	95.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	95.69	0.546	GCA_019414665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp019414665	96.88	0.296	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI		GCA_959599425.1, s__Phocaeicola sp959599425, 95.0, 98.83, 0.216; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 97.84, 0.293; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 94.97, 0.296; GCF_013009555.1, s__Phocaeicola dorei, 95.0, 94.65, 0.451; GCA_958434805.1, s__Phocaeicola sp958434805, 95.0, 94.5, 0.498; GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 93.03, 0.37; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 92.49, 0.417; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 89.64, 0.431; GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 88.39, 0.358; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 86.48, 0.15; GCA_948956705.1, s__Phocaeicola sp948956705, 95.0, 85.63, 0.237; GCF_000382445.1, s__Phocaeicola massiliensis, 95.0, 84.9, 0.199; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 84.15, 0.168; GCF_003437535.1, s__Phocaeicola plebeius_A, 95.0, 83.97, 0.165	18.67	11.0		
rosella_refined_0_3_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	317679	0	57	57	5790	5790	5573	5573	11970	11970	43.1	4.21	85.06	11	433	55	1	0	0	0	0	8.55	0.19	Neural Network (Specific Model)	11	0.85	5790	209.7690531177829	317679	0.43	433	57	11970		0	0	0.0	0.92939126	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.8%)
rosella_refined_0_5_sub	o__Clostridiales (UID1212)	172	263	149	4.38	0.67	0.0	260196	0	38	38	7474	7474	6847	6847	15066	15066	42.3	2.7	80.93	11	394	236	26	1	0	0	0	7.81	0.1	Neural Network (Specific Model)	11	0.809	7474	179.98730964467006	260196	0.42	394	38	15066		1	6766	0.026003474303986227	0.6565888	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (6.4%)
rosella_refined_0_unbinned_sub	k__Bacteria (UID203)	5449	104	58	5.17	0.0	0.0	269447	0	33	33	9893	9893	8165	8165	18679	18679	44.3	3.62	86.11	11	330	99	5	0	0	0	0	6.73	0.0	Neural Network (Specific Model)	11	0.861	9893	235.4969696969697	269447	0.44	330	33	18679		0	0	0.0	1.237271	0.9999963	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.1%)
